customer_id,name,email,age,gender,tenure_months,monthly_charges,total_charges,num_complaints,churned
26,Yolanda Ramos,alexander32@example.com,42,Male,27,78.36,2497.58,10,1
27,Samantha Waller,wperez@example.net,27,Female,17,124.53,3484.43,5,0
28,Alicia Summers,bryan98@example.org,64,Male,2,41.4,716.45,4,1
29,James Shaffer,kellylisa@example.com,23,Male,50,62.55,2773.11,4,0
30,Jennifer Rodriguez,andre72@example.org,59,Male,7,62.78,268.12,0,1
31,Christina Richards,franklinjacob@example.org,31,Male,8,45.73,1410.79,4,0
32,Lee Hobbs,ronald65@example.net,49,Male,33,60.3,540.36,10,0
33,Nancy Scott,gouldcarlos@example.com,68,Female,37,27.8,2113.56,9,1
34,Tiffany Roberts,janet66@example.org,26,Male,11,42.63,1613.08,0,0
35,Kelly Smith,jacobthompson@example.com,40,Female,44,127.2,4486.62,1,0
36,Tyler Porter,samantha80@example.org,43,Male,39,36.43,594.04,4,1
37,Rebecca Jackson,veronica47@example.com,20,Male,36,65.58,2576.66,2,0
38,Toni Simmons,christopher63@example.org,43,Female,10,105.13,1908.08,0,0
39,Katie Spencer,chatfield@example.org,49,Male,21,118.81,1933.55,10,0
40,Diane Williams,xparker@example.com,65,Female,58,139.79,952.55,10,0
41,Danny Payne,luisbaldwin@example.org,47,Male,31,100.74,3121.18,2,0
42,Madeline Macdonald,whansen@example.net,48,Female,10,130.01,2977.75,5,1
43,Lynn Rice,susan83@example.org,56,Female,47,109.1,3066.37,4,0
44,Paige Bonilla,parker43@example.com,41,Male,28,93.48,3298.81,0,0
45,Edward Reed,emily32@example.com,51,Male,57,112.97,994.81,7,1
46,Joel Schneider,patriciadavis@example.net,55,Male,2,143.63,2125.83,6,0
47,Sharon Lewis,lwalker@example.org,44,Male,40,76.61,1631.25,3,0
48,Anita Miranda,cherylmccarthy@example.com,41,Male,50,54.98,3154.94,9,0
49,Mr. David Parker,michelemata@example.com,40,Female,20,79.07,2914.86,3,1
50,Corey Jones,clinetheresa@example.com,50,Female,50,94.57,1430.33,0,1
51,Anthony Jordan,meyerjennifer@example.net,55,Female,52,90.47,2664.68,2,0
52,Michael Lyons MD,cody30@example.org,50,Female,42,104.63,3710.37,7,0
53,Amanda Villanueva,jeffreysanchez@example.com,58,Female,3,80.15,4944.25,5,1
54,Angela Zimmerman,michaelcobb@example.net,63,Female,52,57.08,3892.75,4,1
55,Anna Ferrell,brownlindsey@example.org,41,Male,23,128.33,2451.76,7,0
56,Paul Taylor,mary47@example.net,43,Female,3,25.82,4964.55,10,0
57,Melissa Martinez,stevewalls@example.net,68,Male,51,81.2,1987.8,1,1
58,Jon Beltran,amurphy@example.com,42,Male,57,123.7,2386.78,9,0
59,Joshua Jackson,zacharymanning@example.org,44,Male,1,79.67,4512.93,9,0
60,Matthew Powers,bferguson@example.net,39,Male,46,132.49,2312.26,4,1
61,Terri Graham,michael90@example.com,45,Female,33,117.57,3508.92,7,1
62,Angel Meyer,josepharnold@example.com,68,Female,32,100.04,1237.27,5,1
63,Alexis Marsh,adamseric@example.com,18,Male,45,114.91,4311.05,7,1
64,Lucas Love,swalker@example.net,56,Male,34,54.6,2250.05,9,0
65,Anthony Brooks,tmason@example.net,63,Male,39,118.84,4829.71,10,0
66,Chris Newton,rowens@example.net,50,Female,27,123.98,1883.08,3,0
67,Cynthia Maxwell DVM,christina24@example.net,58,Female,58,22.31,3653.9,9,1
68,Lisa Rice,darren88@example.org,54,Female,15,68.24,2441.78,10,0
69,Jason Daniels,christineperkins@example.net,70,Male,10,129.83,2736.85,0,0
70,Lauren Sawyer,kevin27@example.org,57,Female,31,118.91,1451.58,4,0
71,Don Bryant,scrane@example.net,22,Male,59,72.49,1584.03,3,1
72,Scott Castaneda,vanderson@example.org,69,Male,35,113.61,4644.94,6,0
73,Grant Johnson,cshelton@example.com,58,Male,55,43.16,2580.77,5,0
74,Christina Martin,ericastewart@example.org,45,Female,52,108.31,2994.92,4,0
75,Lisa Johnson,justinreyes@example.com,53,Female,20,86.95,1069.54,6,1
76,Theresa West,zstanley@example.org,48,Female,49,123.31,1581.16,3,0
77,Charles Hill,heatherbrown@example.net,20,Female,12,134.66,4138.41,1,1
78,Ricardo Smith,andradeteresa@example.net,36,Male,3,26.9,1975.93,8,1
79,Louis Simmons,hgarcia@example.net,39,Male,41,128.68,2910.27,7,0
80,Kaitlin Weber,vespinoza@example.com,55,Female,12,133.04,4002.49,7,0
81,David Hernandez,jarnold@example.com,23,Male,19,24.05,4521.25,10,1
82,Mandy Fletcher,zmendoza@example.net,62,Female,12,33.54,3722.32,3,0
83,Sandy Key,ikim@example.org,34,Female,31,61.58,4330.85,2,0
84,Logan Carpenter,zbishop@example.net,53,Female,41,34.11,397.74,0,1
85,Michelle Snow,walterwilliam@example.net,38,Male,30,133.94,1794.62,2,0
86,Mrs. Tracy Craig,hodgesconnie@example.net,18,Female,10,113.95,2923.8,7,1
87,Cheryl Marsh,whitedonald@example.org,29,Female,2,93.17,4562.3,5,0
88,Kim Lee,barbara19@example.net,69,Female,47,143.35,3611.0,9,0
89,Leroy Ramirez,williamsonroberta@example.com,53,Male,46,111.96,4429.23,2,1
90,Darren Bell MD,davidwalls@example.net,33,Male,36,36.72,2675.81,10,0
91,Monica Mccarty,angelalucas@example.com,34,Female,44,61.25,1679.03,2,1
92,Kelly Thomas,zharris@example.com,33,Male,57,55.75,1558.23,6,1
93,Joel Hernandez,rachel55@example.com,19,Male,33,146.3,2011.35,1,0
94,Leslie Hunt,johnbrooks@example.com,59,Female,22,92.65,4277.76,5,0
95,Ruben Austin,friedmaneugene@example.net,49,Female,21,40.45,1232.13,6,1
96,Stacey Ross,stephenmorgan@example.org,19,Male,49,62.93,4502.51,4,1
97,Rachael Smith,kimberly09@example.net,54,Female,4,143.41,3200.88,9,0
98,Dawn Jimenez DDS,murraycorey@example.com,35,Male,37,23.1,2690.03,4,0
99,Kimberly Marquez,james91@example.net,49,Female,41,101.93,2269.3,0,1
100,Whitney Gordon,davislisa@example.org,31,Female,9,72.93,593.14,9,0
101,Nathan Johnson,christinemejia@example.com,56,Male,38,28.33,2102.18,3,0
102,Eric Williams,jkelley@example.net,29,Female,18,99.95,573.99,5,1
103,Douglas Ramirez,sanchezdavid@example.net,61,Female,31,130.49,2998.95,2,1
104,Joshua Espinoza,keithramsey@example.net,61,Female,54,138.09,1800.52,8,0
105,Mr. Mike Wheeler,bryancaitlin@example.org,61,Male,44,112.14,2071.9,1,1
106,David Williams,rushfelicia@example.net,38,Male,2,26.1,152.72,1,0
107,Stephen Welch,gilbertkenneth@example.com,67,Female,55,88.18,2836.27,4,1
108,Richard Stewart,tammy55@example.net,64,Male,27,146.18,3313.31,2,0
109,Kristi Dillon,williamstevens@example.org,38,Male,48,89.77,2871.15,7,0
110,Lisa Blankenship,maciasvalerie@example.net,23,Male,26,126.59,820.42,5,0
111,Anthony Jackson,jessicawalls@example.com,28,Male,12,111.42,3667.72,9,1
112,Jason Anderson,igeorge@example.net,38,Female,11,30.98,4031.9,4,0
113,Scott Guzman,youngsarah@example.net,47,Female,19,110.18,3305.93,1,0
114,David Miller,crystal69@example.com,57,Female,25,48.73,2800.15,10,1
115,Walter Stewart,shepherdkerri@example.net,51,Male,34,85.96,3861.72,1,1
116,Dawn Bailey,herrerakim@example.com,59,Female,53,59.87,1370.08,8,1
117,Lisa Bullock,bcontreras@example.com,65,Male,56,57.45,3173.04,4,1
118,Lance Edwards,grahammegan@example.net,64,Male,48,35.35,270.14,5,0
119,Stephanie Torres,bcole@example.com,38,Male,50,40.1,4477.4,2,0
120,Timothy Watson,andreasmith@example.net,26,Female,60,48.08,129.77,1,1
121,Cody Boone,juliahernandez@example.net,57,Male,8,124.74,2614.13,2,0
122,Martha Thomas,wilsondaniel@example.com,64,Female,24,86.58,3772.74,2,1
123,Paul Meyer,james01@example.org,66,Male,54,60.1,4385.52,8,1
124,Kenneth Bradley,phillipsnathan@example.net,34,Male,18,149.84,3032.32,9,1
125,Natalie Garcia,wdorsey@example.com,69,Male,57,102.05,2132.27,4,1
126,Teresa Allison,robert96@example.net,48,Male,12,85.44,2390.89,3,1
127,Joseph Sosa,leetommy@example.com,36,Male,46,60.23,2506.06,2,0
128,Lisa Dawson,isellers@example.net,49,Female,16,120.32,4065.29,1,1
129,Nicholas Pierce,eduardosimmons@example.org,67,Male,41,48.09,3877.16,10,0
130,Elizabeth Berry MD,angela73@example.net,53,Female,4,100.42,4527.0,9,1
131,Daniel Robinson,ijones@example.org,24,Female,10,47.7,2251.56,8,1
132,Rebecca Murillo,mooreandres@example.net,19,Male,6,42.72,692.34,4,1
133,Travis Skinner,cheryl84@example.net,37,Male,59,126.73,2281.65,8,1
134,Susan Lucero,ydavis@example.net,37,Male,24,80.85,4267.53,9,1
135,Tristan Perez,twilson@example.org,26,Female,34,87.23,220.36,1,1
136,Christopher Turner,hallkathleen@example.org,28,Male,50,119.31,1644.98,6,0
137,Andrew Humphrey,boonechase@example.net,25,Female,28,66.47,931.36,7,1
138,Lisa Lamb,crystal32@example.com,45,Male,48,99.99,255.65,6,0
139,Michelle Spears,edavenport@example.net,61,Female,21,117.11,2439.75,6,0
140,Gabriel Benson,xwilson@example.net,43,Male,16,42.39,4672.37,0,0
141,Patricia Rodriguez,parkerromero@example.com,20,Female,60,67.28,3463.96,7,0
142,Andrew George,johnrobinson@example.com,56,Female,48,89.79,4788.84,5,1
143,Amanda Carr,mreed@example.net,39,Male,12,117.05,3166.39,0,1
144,Teresa Smith,patriciathornton@example.com,68,Female,11,65.99,623.02,7,0
145,Steve Smith,kristopher20@example.org,30,Male,35,99.91,2545.18,3,0
146,Jennifer Bauer,rodney65@example.org,38,Male,26,48.99,4269.2,0,1
147,Kyle Romero,ihall@example.net,66,Female,44,36.99,159.72,5,0
148,Monica Coleman,xray@example.com,58,Male,17,48.45,351.7,1,1
149,Betty Simon,zmckenzie@example.org,59,Male,25,74.92,484.99,10,1
150,Christopher Bradshaw,nyoung@example.org,59,Male,3,70.15,891.53,2,1
151,Bridget Hansen,inorton@example.org,49,Male,56,43.41,251.03,10,1
152,Anthony Norton,markclay@example.org,60,Male,39,148.59,120.71,4,1
153,Sherry Gomez,scott95@example.org,41,Female,36,122.66,2530.43,10,0
154,Cindy Ball,stoutstephanie@example.org,42,Male,1,40.9,4634.47,4,1
155,Donna Bird,cynthiasmith@example.com,57,Female,9,84.01,2229.54,4,0
156,Anthony Schultz,boyddaniel@example.net,58,Male,25,129.05,2284.95,0,0
157,Dana Ruiz,ericjohnson@example.org,61,Male,10,139.79,2378.87,8,1
158,Lori Friedman,bowmanbrandon@example.org,20,Female,59,95.83,261.13,10,1
159,Mrs. Sarah Harris,zdouglas@example.org,38,Male,3,118.86,3542.53,9,1
160,Jason Warner,traceymalone@example.org,39,Male,29,144.2,4280.37,9,1
161,Alan Smith,patriciabrown@example.net,41,Female,47,84.4,2545.15,10,0
162,Malik Rojas,jonesroberto@example.com,60,Male,23,47.85,1875.93,10,1
163,Kaylee Clark,josephwillie@example.net,38,Male,42,116.21,921.51,10,1
164,Sandra Porter,jacobjones@example.net,57,Female,14,114.89,4839.36,3,1
165,William Miller,nicole82@example.org,63,Male,38,124.07,4092.15,7,1
166,Tracy Avila,wyattnatalie@example.org,53,Female,6,110.75,1888.89,6,0
167,Dawn Cox,owensronnie@example.net,42,Male,57,68.25,2735.86,10,1
168,Andrew Mcclain,lucasshelton@example.org,64,Male,56,129.17,3509.98,2,1
169,James Edwards,pbrooks@example.net,59,Male,16,117.53,4818.34,4,1
170,Paul Flores,jessica86@example.org,55,Female,6,37.05,2017.22,7,1
171,Jonathan Johnson,christine97@example.com,23,Female,16,64.06,3497.79,10,0
172,William Hamilton,nguyenmichael@example.com,28,Female,28,133.29,3362.8,3,1
173,Ryan Robertson,morgancruz@example.net,28,Male,5,74.49,3324.37,3,1
174,Jennifer Montes,williamspatricia@example.net,37,Female,43,120.54,4223.98,4,0
175,Scott Blevins,combschristopher@example.org,48,Male,57,112.06,4267.07,6,1
176,Julie Smith,ilee@example.net,50,Female,48,45.35,2643.05,4,1
177,Eric Arroyo,angelagardner@example.org,40,Female,16,50.18,4263.95,8,1
178,Kimberly Bartlett,william87@example.net,40,Male,27,51.84,901.71,8,1
179,Jerry Simpson,rebeccasimmons@example.net,42,Male,53,114.46,3431.49,5,0
180,April Harrison,amanda05@example.com,51,Male,14,133.22,4696.92,2,0
181,Anna Duncan,anthony97@example.org,64,Male,50,109.9,4019.14,2,0
182,John Taylor,nbrandt@example.org,24,Female,25,82.76,1455.18,0,1
183,Diana Brown,tmccarthy@example.net,67,Male,50,138.81,1132.66,0,0
184,Valerie Burnett,clarkjeffrey@example.net,66,Female,30,89.28,4928.37,2,1
185,Stephanie Ryan,katherinefloyd@example.org,39,Male,13,110.71,2262.23,1,1
186,Brittany Reyes,joann44@example.com,33,Male,34,116.21,2472.75,2,0
187,Dwayne Thornton,oharmon@example.org,59,Female,33,149.38,779.16,6,0
188,Jennifer Vega,martinezkeith@example.com,28,Male,33,45.79,861.03,8,1
189,Jennifer Sanchez,matthewswanson@example.com,18,Female,22,68.79,4048.86,0,1
190,Barbara Maxwell,samantha03@example.com,34,Male,39,87.83,1959.89,1,0
191,Kimberly Smith,juanturner@example.net,43,Female,44,97.76,258.27,0,0
192,Kathryn Alvarez,zstephenson@example.org,57,Male,46,45.49,3914.41,0,1
193,Jennifer Moore,melissasosa@example.com,50,Male,15,86.68,1884.0,7,1
194,Kayla Vincent,courtneymorris@example.org,57,Female,50,74.63,1924.86,0,1
195,Terrence Rodriguez,nguyenchristine@example.com,58,Female,56,43.82,1970.94,4,0
196,Tina Bautista,bsalinas@example.com,24,Male,60,34.2,2308.0,9,1
197,Ronald Reilly,carrie82@example.net,62,Female,50,141.35,4797.85,10,0
198,William Mitchell,karen19@example.net,40,Female,21,62.83,2052.21,3,0
199,Madison Campbell,cclark@example.net,25,Male,38,95.71,4292.01,0,0
200,Cynthia Gonzales,andre34@example.net,24,Female,2,102.39,823.01,7,0
201,Patricia Anderson,dpage@example.net,64,Male,38,67.46,4593.77,5,1
202,Angelica Decker,jasonwest@example.com,48,Female,10,25.98,960.98,4,1
203,Katie Conley,nicoleoneal@example.com,37,Female,4,46.08,1376.38,8,0
204,Eric Torres,scott65@example.net,29,Female,35,64.01,4990.98,5,0
205,Dana Schmidt MD,vcarter@example.net,61,Male,59,106.45,3399.34,3,0
206,Thomas Lucas,juan74@example.org,47,Male,30,95.14,3175.78,4,0
207,Hunter Erickson,jeffery59@example.com,44,Female,50,28.96,2243.15,0,1
208,James Brooks,molinachristopher@example.net,25,Female,49,135.46,1670.96,6,0
209,Christopher Price,foliver@example.net,30,Male,4,109.32,3251.83,8,1
210,Michelle Horton,msheppard@example.org,60,Male,54,35.98,1155.1,5,0
211,Travis Morris,johncollins@example.net,24,Female,9,137.08,1198.7,9,0
212,Johnny Estrada,stephanie64@example.net,29,Female,54,47.51,3569.05,5,0
213,Stephanie Gomez,joshua62@example.net,69,Female,14,21.63,2757.22,5,1
214,Eric Dudley,wgreen@example.com,45,Male,9,72.31,1576.81,6,0
215,Mary Garcia,ryan48@example.net,24,Male,46,65.04,1836.74,9,1
216,Linda Miranda,amybyrd@example.org,55,Male,30,57.62,2524.94,0,1
217,Jose Kennedy,claudia92@example.net,52,Male,48,145.96,3147.89,7,0
218,Jennifer Cobb,olivermarcus@example.org,67,Female,25,92.72,3447.54,1,0
219,Daniel Acosta,daniellucero@example.com,51,Male,49,56.82,3855.26,3,0
220,Stephanie Lopez,robinsummers@example.org,34,Female,7,129.72,2489.96,7,1
221,Karen Steele,dianawilson@example.org,49,Female,42,53.74,2454.88,9,0
222,Monica Bryant,marklewis@example.net,42,Female,31,53.18,3586.55,6,0
223,Susan White,rodriguezamanda@example.net,45,Female,5,55.69,3206.56,3,1
224,David Torres,lisa33@example.net,21,Female,23,39.16,608.18,10,1
225,Denise Medina,amanda03@example.org,31,Male,57,128.04,315.35,4,0
226,Summer Gibson,parkbarbara@example.com,69,Male,1,135.22,2425.46,10,1
227,Jacqueline Tucker,nicole66@example.com,41,Male,22,96.22,2507.78,6,1
228,Edward Hines,shughes@example.org,64,Male,60,55.9,510.8,0,0
229,Holly Jones,jacquelineparker@example.net,22,Male,13,67.98,3127.29,0,1
230,Mr. Jason Brown,kimberly95@example.org,30,Female,55,108.19,2735.51,10,0
231,Cynthia Austin,benjaminpacheco@example.com,36,Male,4,79.98,107.61,1,1
232,Benjamin Graham,blairmichelle@example.com,33,Female,12,21.5,508.8,7,1
233,Raymond Lopez,hbradshaw@example.com,24,Male,51,39.25,2221.29,10,1
234,Denise Holmes,emartin@example.org,27,Male,37,62.89,2608.42,7,1
235,Peggy Juarez,sgonzalez@example.org,20,Male,27,97.59,4758.17,8,1
236,Mark Clark,nathan26@example.net,44,Male,9,51.01,1612.07,7,1
237,Laura Davis,allenmichael@example.net,32,Female,33,133.37,1087.71,1,1
238,Jerome Barnes,ramirezthomas@example.org,46,Female,54,108.87,4510.23,2,1
239,Stephanie Mendoza,gerald54@example.org,67,Male,9,74.88,3202.74,4,1
240,Travis Gallagher,wilkinstiffany@example.com,25,Female,19,22.49,4497.54,8,1
241,Robert Lambert,whitney67@example.net,36,Female,59,47.39,4842.25,7,0
242,Danielle Taylor,oherman@example.org,62,Male,59,71.91,981.47,5,0
243,Shane Duffy,andreashaw@example.net,51,Female,14,106.35,4104.46,7,0
244,Frank Green,danielodom@example.com,29,Female,54,26.38,305.33,8,0
245,Natasha Ross,wilsonlaura@example.org,40,Male,44,109.02,3285.71,7,0
246,Kevin Clark,richardarias@example.com,59,Male,57,95.87,4121.55,9,1
247,Ricky Nelson,deborah35@example.com,18,Female,47,139.47,579.39,4,1
248,Christopher Byrd,autumnrogers@example.com,36,Female,9,120.45,3419.39,10,1
249,Michael Jimenez,megan12@example.org,61,Female,14,145.25,1325.25,4,1
250,Thomas Clark,makaylasmith@example.org,38,Male,50,31.71,4018.77,1,0
251,David Perez,thomasvelasquez@example.org,55,Male,27,97.0,689.98,3,0
252,Christopher Rubio,sheila83@example.net,60,Female,45,65.03,4504.93,10,0
253,Lisa Carroll,leonardbrian@example.net,47,Female,29,66.65,4737.58,9,0
254,Steven Green,sherryreyes@example.org,28,Male,6,71.11,4162.11,4,1
255,Crystal Hutchinson,doylestephanie@example.org,26,Female,47,27.75,3352.28,6,1
256,Lori Montes,hrogers@example.org,37,Female,49,83.73,4465.02,8,1
257,Christine Martin,vbradley@example.com,44,Male,12,119.91,3884.79,2,1
258,Robert Riley,watkinsdavid@example.org,58,Male,16,33.26,2552.77,1,1
259,Robert Salazar,hherrera@example.org,45,Male,57,46.71,422.68,8,1
260,Ryan Larson,thomaswebb@example.com,39,Male,43,63.65,1974.55,7,1
261,Jim Singleton,mathewkirk@example.net,22,Male,26,86.52,3394.84,10,0
262,Robert Madden,craig07@example.com,50,Male,51,145.67,4440.09,0,0
263,Leroy Adkins,zhall@example.org,50,Female,32,55.38,732.55,1,0
264,Joshua Lane,kristenbennett@example.net,48,Female,22,141.28,2759.08,10,0
265,Andrew Leach,anthonymichelle@example.org,18,Male,22,22.65,4536.08,0,1
266,Madeline Sullivan,esullivan@example.net,61,Female,36,58.61,4901.72,0,1
267,Jeffrey Tran,ericksonstephanie@example.org,37,Male,55,109.55,1179.85,1,1
268,Jack Foster,gabrielle75@example.org,25,Male,53,100.81,4009.23,7,1
269,Jennifer Blake,brittney72@example.com,32,Male,29,46.37,2798.2,9,0
270,Melissa Scott,hayeswilliam@example.org,28,Male,42,44.67,876.78,1,0
271,Jeffrey Vasquez,bethfuller@example.net,37,Female,43,30.83,3188.87,4,0
272,Malik Hill,lmatthews@example.org,29,Female,56,124.04,4306.09,8,1
273,Summer Jacobs,robertholden@example.com,43,Male,20,66.45,2520.82,4,0
274,Cynthia Robinson,deanbarbara@example.com,50,Male,29,106.35,4327.29,0,0
275,Patricia Smith,sarah61@example.net,48,Male,39,33.94,3341.39,2,0
276,Mr. Antonio Cain MD,vpowers@example.org,21,Male,47,56.43,1995.91,9,0
277,Heather Austin,bperez@example.org,54,Male,35,110.53,1099.57,7,0
278,Elizabeth Morgan,michaelhoward@example.net,54,Female,12,104.91,4671.99,1,1
279,Jimmy Fox,harrisvictoria@example.com,60,Female,44,45.24,3252.49,7,1
280,Johnny Obrien,xowens@example.com,33,Female,49,80.14,2576.95,9,1
281,Garrett Whitaker,sabrinagilbert@example.net,54,Female,9,141.17,3042.03,0,0
282,Daniel Lyons,mmason@example.org,33,Female,4,146.48,1308.03,8,1
283,Justin Evans,laura69@example.com,43,Male,28,97.85,4474.88,5,0
284,Mrs. Krystal Gordon DDS,srios@example.net,21,Male,40,78.02,4410.06,1,1
285,Jesus Mullins,rosenicole@example.net,47,Female,41,137.92,932.45,0,1
286,Catherine Fuller,torreselizabeth@example.org,55,Female,7,99.72,174.79,10,1
287,Courtney Rice,jlowe@example.org,45,Female,14,45.91,4251.67,6,1
288,Julie Cabrera,neil18@example.org,42,Female,23,82.11,4789.05,0,0
289,Jesus Nelson,mitchelljoe@example.org,44,Male,20,53.06,2317.89,7,1
290,Sara Ferguson,jimmyalvarez@example.net,59,Female,60,68.2,767.17,6,0
291,Sabrina Martin,robert45@example.net,63,Female,16,103.92,2889.99,2,1
292,Claire Aguirre,jonathanpatel@example.com,65,Female,38,100.0,2509.3,3,0
293,Mrs. Amber Morgan,kcherry@example.org,31,Female,2,105.03,4156.84,2,0
294,Dana Peterson,brianstanton@example.com,34,Male,15,91.02,4324.0,3,1
295,Derrick Cobb,laurencruz@example.com,65,Male,39,44.51,945.49,10,1
296,Jodi Bailey,elizabethsullivan@example.com,40,Male,24,145.2,2526.82,4,0
297,David Phelps,tonymaldonado@example.org,50,Female,50,132.13,3466.78,0,1
298,Martin Ballard,jenniferross@example.org,66,Female,51,74.31,837.54,2,0
299,Nicole Atkins,kbruce@example.net,70,Female,19,128.36,4546.46,0,1
300,Johnathan Foster,jacobslee@example.org,61,Female,28,82.22,4016.29,1,1
301,Garrett Mcbride,iburke@example.org,57,Female,4,97.61,325.12,10,0
302,Charles Rivers,jeannemaldonado@example.net,55,Female,54,68.43,4988.87,9,1
303,Sarah Johnson,troydeleon@example.net,49,Male,47,128.77,3498.47,3,1
304,Jennifer Martinez,slewis@example.org,42,Female,39,144.18,1336.33,10,0
305,Tracy Fernandez,thomaskatelyn@example.net,33,Male,56,50.64,2049.17,4,0
306,Angela Medina,brendalewis@example.com,38,Female,51,62.98,3962.05,7,0
307,Jennifer Myers,timothy20@example.net,22,Male,25,136.47,2424.39,9,1
308,Emily Young,marie42@example.org,45,Female,52,109.45,3310.39,9,0
309,Jennifer Hunt,dennis80@example.com,27,Female,21,23.65,894.18,3,1
310,Matthew Newton,ryan32@example.net,36,Female,33,125.86,4773.55,1,1
311,Stacey Rush,steven82@example.com,30,Male,8,45.54,755.53,8,0
312,Brian Torres,angela56@example.org,27,Female,16,22.88,2711.31,2,0
313,Lisa Young,ryanbryan@example.com,53,Female,44,27.01,1797.44,10,0
314,James Hall,robertevans@example.org,68,Female,43,48.13,1889.87,9,0
315,Derek Coleman,justin79@example.com,20,Male,52,63.97,3277.91,6,0
316,Yvonne Diaz,erinbowers@example.net,22,Male,48,40.66,1944.42,9,1
317,Jeffrey Greene,heathermartin@example.net,55,Male,6,76.96,2750.89,4,1
318,Jennifer Schneider,rogersstephanie@example.net,42,Female,29,100.42,573.28,1,0
319,Alexander Miranda,bwolf@example.com,21,Male,57,118.59,1708.6,2,1
320,Alison Roberson,mjones@example.com,30,Male,56,96.77,4047.3,4,0
321,Michelle Solis,james46@example.org,40,Female,35,98.74,4801.38,6,1
322,Deborah Valentine,brettaguilar@example.org,26,Female,3,141.8,1394.16,0,1
323,Gabriella Brown,llara@example.org,37,Female,25,37.71,2113.76,4,0
324,Amanda Kim,kristin79@example.org,45,Female,55,49.23,2628.52,0,1
325,Samantha Allen,gharris@example.com,23,Male,47,111.28,3295.39,10,0
326,Natalie Marshall,johnsloan@example.com,25,Male,36,29.64,2176.01,3,0
327,Calvin Valenzuela,yolandapatterson@example.com,48,Male,10,24.8,291.43,8,1
328,Shane Peterson,ymedina@example.org,69,Male,38,78.61,1815.93,5,1
329,Isaac Bishop,stephendavis@example.org,21,Male,39,34.21,1924.6,5,0
330,Jeff Graham,taylorburgess@example.net,45,Female,27,51.62,183.14,7,0
331,Greg Phillips,matthew40@example.net,55,Female,7,113.0,676.24,6,0
332,Wendy Thompson,jenna61@example.com,25,Female,11,141.36,1405.16,4,1
333,Bradley Nelson,tanya11@example.com,64,Male,40,87.4,3067.49,8,1
334,Robert Doyle,myersangela@example.net,28,Male,4,63.12,2935.5,9,0
335,Alexandra Thomas,valerie24@example.org,70,Male,1,136.93,980.05,6,0
336,Anna Rodriguez,tchambers@example.net,63,Female,14,50.16,3975.92,5,0
337,Henry Cooper,mcdowellnicole@example.net,66,Female,42,109.46,4844.08,9,0
338,Aaron Williams,william08@example.com,36,Female,28,82.1,3049.99,4,0
339,Stacy Phillips,hernandezmason@example.net,44,Female,20,75.27,2343.65,5,0
340,Jonathan Pham,usummers@example.org,26,Male,10,64.94,3751.98,9,0
341,Vanessa Anderson,webbnancy@example.com,31,Male,2,53.21,1263.36,7,1
342,Danny Miller,sydneycooper@example.com,68,Male,13,20.45,2417.84,8,0
343,Hunter Sheppard,catherine05@example.net,52,Male,27,120.81,2829.67,6,1
344,Jessica Hernandez,morganjustin@example.org,40,Male,12,40.77,2821.14,1,0
345,Rachel Franklin,parkerjake@example.com,47,Female,24,109.96,711.13,5,1
346,Keith Wilson,gallegosjames@example.com,54,Female,32,49.55,1888.18,2,1
